['1', '3', '3', 'hotel'] 100001010101100101111000001100111000110111010110 : '
['4', '10', '6', 'hotel'] 000000000001000110110101011011100100101100001111 : '
['5', '10', '6', 'hotel'] 111110111011010010110101011011100100101100001111 : '
['6', '10', '6', 'hotel'] 101001100001111110110101011011100100101100001111 : '
['7', '10', '6', 'hotel'] 011111101111110110110101011011100100101100001111 : '
['8', '10', '6', 'hotel'] 001101111101001110110101011011100100101100001111 : '
['9', '10', '6', 'hotel'] 000101001000100110110101011011100100101100001111 : '
['10', '10', '6', 'hotel'] 001011100010110010110101011011100100101100001111 : '
['0', '11', '6', 'hotel'] 010010011111101010111000011110110100101100001111 : '
['1', '11', '6', 'hotel'] 100001010101100110111000011110110100101100001111 : '
['2', '11', '6', 'hotel'] 100100000000000010111000011110110100101100001111 : '
['3', '11', '6', 'hotel'] 000001101000000110111000011110110100101100001111 : '
['4', '11', '6', 'hotel'] 000000000001000110111000011110110100101100001111 : '
['5', '11', '6', 'hotel'] 111110111011010010111000011110110100101100001111 : '
['6', '11', '6', 'hotel'] 101001100001111110111000011110110100101100001111 : '
['7', '11', '6', 'hotel'] 011111101111110110111000011110110100101100001111 : '
['8', '11', '6', 'hotel'] 001101111101001110111000011110110100101100001111 : '
['9', '11', '6', 'hotel'] 000101001000100110111000011110110100101100001111 : '
['10', '11', '6', 'hotel'] 001011100010110010111000011110110100101100001111 : '
['0', '3', '7', 'hotel'] 010010011111101001111000001100111001010111001010 : '
['1', '3', '7', 'hotel'] 100001010101100101111000001100111001010111001010 : '
['2', '3', '7', 'hotel'] 100100000000000001111000001100111001010111001010 : '
['3', '3', '7', 'hotel'] 000001101000000101111000001100111001010111001010 : '
['4', '3', '7', 'hotel'] 000000000001000101111000001100111001010111001010 : '
['5', '3', '7', 'hotel'] 111110111011010001111000001100111001010111001010 : '
['6', '3', '7', 'hotel'] 101001100001111101111000001100111001010111001010 : '
['7', '3', '7', 'hotel'] 011111101111110101111000001100111001010111001010 : '
['8', '3', '7', 'hotel'] 001101111101001101111000001100111001010111001010 : '
['9', '3', '7', 'hotel'] 000101001000100101111000001100111001010111001010 : '
['10', '3', '7', 'hotel'] 001011100010110001111000001100111001010111001010 : '
['0', '4', '7', 'hotel'] 010010011111101001101111110110011001010111001010 : '
['1', '4', '7', 'hotel'] 100001010101100101101111110110011001010111001010 : '
['2', '4', '7', 'hotel'] 100100000000000001101111110110011001010111001010 : '
['3', '4', '7', 'hotel'] 000001101000000101101111110110011001010111001010 : '
['4', '4', '7', 'hotel'] 000000000001000101101111110110011001010111001010 : '
['5', '4', '7', 'hotel'] 111110111011010001101111110110011001010111001010 : '
['6', '4', '7', 'hotel'] 101001100001111101101111110110011001010111001010 : '
['7', '4', '7', 'hotel'] 011111101111110101101111110110011001010111001010 : '
['8', '4', '7', 'hotel'] 001101111101001101101111110110011001010111001010 : '
['9', '4', '7', 'hotel'] 000101001000100101101111110110011001010111001010 : '
['10', '4', '7', 'hotel'] 001011100010110001101111110110011001010111001010 : '
['0', '5', '7', 'hotel'] 010010011111101010110001110011101001010111001010 : '
['1', '5', '7', 'hotel'] 100001010101100110110001110011101001010111001010 : '
['2', '5', '7', 'hotel'] 100100000000000010110001110011101001010111001010 : '
['3', '5', '7', 'hotel'] 000001101000000110110001110011101001010111001010 : '
['4', '5', '7', 'hotel'] 000000000001000110110001110011101001010111001010 : '
['5', '5', '7', 'hotel'] 111110111011010010110001110011101001010111001010 : '
['6', '5', '7', 'hotel'] 101001100001111110110001110011101001010111001010 : '
['7', '5', '7', 'hotel'] 011111101111110110110001110011101001010111001010 : '
['8', '5', '7', 'hotel'] 001101111101001110110001110011101001010111001010 : '
['9', '5', '7', 'hotel'] 000101001000100110110001110011101001010111001010 : '
['10', '5', '7', 'hotel'] 001011100010110010110001110011101001010111001010 : '
['0', '6', '7', 'hotel'] 010010011111101010100100101111011001010111001010 : '
['1', '6', '7', 'hotel'] 100001010101100110100100101111011001010111001010 : '
['2', '6', '7', 'hotel'] 100100000000000010100100101111011001010111001010 : '
['3', '6', '7', 'hotel'] 000001101000000110100100101111011001010111001010 : '
['4', '6', '7', 'hotel'] 000000000001000110100100101111011001010111001010 : '
['5', '6', '7', 'hotel'] 111110111011010010100100101111011001010111001010 : '
['6', '6', '7', 'hotel'] 101001100001111110100100101111011001010111001010 : '
['7', '6', '7', 'hotel'] 011111101111110110100100101111011001010111001010 : '
['8', '6', '7', 'hotel'] 001101111101001110100100101111011001010111001010 : '
['9', '6', '7', 'hotel'] 000101001000100110100100101111011001010111001010 : '
['10', '6', '7', 'hotel'] 001011100010110010100100101111011001010111001010 : '
['0', '7', '7', 'hotel'] 010010011111101001110001001001111001010111001010 : '
['1', '7', '7', 'hotel'] 100001010101100101110001001001111001010111001010 : '
['2', '7', '7', 'hotel'] 100100000000000001110001001001111001010111001010 : '
['3', '7', '7', 'hotel'] 000001101000000101110001001001111001010111001010 : '
['4', '7', '7', 'hotel'] 000000000001000101110001001001111001010111001010 : '
['5', '7', '7', 'hotel'] 111110111011010001110001001001111001010111001010 : '
['6', '7', '7', 'hotel'] 101001100001111101110001001001111001010111001010 : '
['7', '7', '7', 'hotel'] 011111101111110101110001001001111001010111001010 : '
['8', '7', '7', 'hotel'] 001101111101001101110001001001111001010111001010 : '
['9', '7', '7', 'hotel'] 000101001000100101110001001001111001010111001010 : '
['10', '7', '7', 'hotel'] 001011100010110001110001001001111001010111001010 : '
['0', '8', '7', 'hotel'] 010010011111101011110011011001011001010111001010 : '
['1', '8', '7', 'hotel'] 100001010101100111110011011001011001010111001010 : '
['2', '8', '7', 'hotel'] 100100000000000011110011011001011001010111001010 : '
['3', '8', '7', 'hotel'] 000001101000000111110011011001011001010111001010 : '
['4', '8', '7', 'hotel'] 000000000001000111110011011001011001010111001010 : '
['5', '8', '7', 'hotel'] 111110111011010011110011011001011001010111001010 : '
['6', '8', '7', 'hotel'] 101001100001111111110011011001011001010111001010 : '
['7', '8', '7', 'hotel'] 011111101111110111110011011001011001010111001010 : '
['8', '8', '7', 'hotel'] 001101111101001111110011011001011001010111001010 : '
['9', '8', '7', 'hotel'] 000101001000100111110011011001011001010111001010 : '
['10', '8', '7', 'hotel'] 001011100010110011110011011001011001010111001010 : '
['0', '9', '7', 'hotel'] 010010011111101010011101100001001001010111001010 : '
['1', '9', '7', 'hotel'] 100001010101100110011101100001001001010111001010 : '
['2', '9', '7', 'hotel'] 100100000000000010011101100001001001010111001010 : '
['3', '9', '7', 'hotel'] 000001101000000110011101100001001001010111001010 : '
['4', '9', '7', 'hotel'] 000000000001000110011101100001001001010111001010 : '
['5', '9', '7', 'hotel'] 111110111011010010011101100001001001010111001010 : '
['6', '9', '7', 'hotel'] 101001100001111110011101100001001001010111001010 : '
['7', '9', '7', 'hotel'] 011111101111110110011101100001001001010111001010 : '
['8', '9', '7', 'hotel'] 001101111101001110011101100001001001010111001010 : '
['9', '9', '7', 'hotel'] 000101001000100110011101100001001001010111001010 : '
['10', '9', '7', 'hotel'] 001011100010110010011101100001001001010111001010 : '
['0', '10', '7', 'hotel'] 010010011111101010110101011011101001010111001010 : '
['1', '10', '7', 'hotel'] 100001010101100110110101011011101001010111001010 : '
['2', '10', '7', 'hotel'] 100100000000000010110101011011101001010111001010 : '
['3', '10', '7', 'hotel'] 000001101000000110110101011011101001010111001010 : '
['4', '10', '7', 'hotel'] 000000000001000110110101011011101001010111001010 : '
['5', '10', '7', 'hotel'] 111110111011010010110101011011101001010111001010 : '
['6', '10', '7', 'hotel'] 101001100001111110110101011011101001010111001010 : '
['7', '10', '7', 'hotel'] 011111101111110110110101011011101001010111001010 : '
['8', '10', '7', 'hotel'] 001101111101001110110101011011101001010111001010 : '
['9', '10', '7', 'hotel'] 000101001000100110110101011011101001010111001010 : '
['10', '10', '7', 'hotel'] 001011100010110010110101011011101001010111001010 : '
['0', '11', '7', 'hotel'] 010010011111101010111000011110111001010111001010 : '
['1', '11', '7', 'hotel'] 100001010101100110111000011110111001010111001010 : '
['2', '11', '7', 'hotel'] 100100000000000010111000011110111001010111001010 : '
['3', '11', '7', 'hotel'] 000001101000000110111000011110111001010111001010 : '
['4', '11', '7', 'hotel'] 000000000001000110111000011110111001010111001010 : '
['5', '11', '7', 'hotel'] 111110111011010010111000011110111001010111001010 : '
['6', '11', '7', 'hotel'] 101001100001111110111000011110111001010111001010 : '
['7', '11', '7', 'hotel'] 011111101111110110111000011110111001010111001010 : '
['8', '11', '7', 'hotel'] 001101111101001110111000011110111001010111001010 : '
['9', '11', '7', 'hotel'] 000101001000100110111000011110111001010111001010 : '
['10', '11', '7', 'hotel'] 001011100010110010111000011110111001010111001010 : '
['0', '3', '8', 'hotel'] 010010011111101001111000001100110010010110100001 : '
['1', '3', '8', 'hotel'] 100001010101100101111000001100110010010110100001 : '
['2', '3', '8', 'hotel'] 100100000000000001111000001100110010010110100001 : '
['3', '3', '8', 'hotel'] 000001101000000101111000001100110010010110100001 : '
['4', '3', '8', 'hotel'] 000000000001000101111000001100110010010110100001 : '
['5', '3', '8', 'hotel'] 111110111011010001111000001100110010010110100001 : '
['6', '3', '8', 'hotel'] 101001100001111101111000001100110010010110100001 : '
['7', '3', '8', 'hotel'] 011111101111110101111000001100110010010110100001 : '
['8', '3', '8', 'hotel'] 001101111101001101111000001100110010010110100001 : '
['9', '3', '8', 'hotel'] 000101001000100101111000001100110010010110100001 : '
['10', '3', '8', 'hotel'] 001011100010110001111000001100110010010110100001 : '
['0', '4', '8', 'hotel'] 010010011111101001101111110110010010010110100001 : '
['1', '4', '8', 'hotel'] 100001010101100101101111110110010010010110100001 : '
['2', '4', '8', 'hotel'] 100100000000000001101111110110010010010110100001 : '
['3', '4', '8', 'hotel'] 000001101000000101101111110110010010010110100001 : '
['4', '4', '8', 'hotel'] 000000000001000101101111110110010010010110100001 : '
['5', '4', '8', 'hotel'] 111110111011010001101111110110010010010110100001 : '
['6', '4', '8', 'hotel'] 101001100001111101101111110110010010010110100001 : '
['7', '4', '8', 'hotel'] 011111101111110101101111110110010010010110100001 : '
['8', '4', '8', 'hotel'] 001101111101001101101111110110010010010110100001 : '
['9', '4', '8', 'hotel'] 000101001000100101101111110110010010010110100001 : '
['10', '4', '8', 'hotel'] 001011100010110001101111110110010010010110100001 : '
['0', '5', '8', 'hotel'] 010010011111101010110001110011100010010110100001 : '
['1', '5', '8', 'hotel'] 100001010101100110110001110011100010010110100001 : '
['2', '5', '8', 'hotel'] 100100000000000010110001110011100010010110100001 : '
['3', '5', '8', 'hotel'] 000001101000000110110001110011100010010110100001 : '
['4', '5', '8', 'hotel'] 000000000001000110110001110011100010010110100001 : '
['5', '5', '8', 'hotel'] 111110111011010010110001110011100010010110100001 : '
['6', '5', '8', 'hotel'] 101001100001111110110001110011100010010110100001 : '
['7', '5', '8', 'hotel'] 011111101111110110110001110011100010010110100001 : '
['8', '5', '8', 'hotel'] 001101111101001110110001110011100010010110100001 : '
['9', '5', '8', 'hotel'] 000101001000100110110001110011100010010110100001 : '
['10', '5', '8', 'hotel'] 001011100010110010110001110011100010010110100001 : '
['0', '6', '8', 'hotel'] 010010011111101010100100101111010010010110100001 : '
['1', '6', '8', 'hotel'] 100001010101100110100100101111010010010110100001 : '
['2', '6', '8', 'hotel'] 100100000000000010100100101111010010010110100001 : '
['3', '6', '8', 'hotel'] 000001101000000110100100101111010010010110100001 : '
['4', '6', '8', 'hotel'] 000000000001000110100100101111010010010110100001 : '
['5', '6', '8', 'hotel'] 111110111011010010100100101111010010010110100001 : '
['6', '6', '8', 'hotel'] 101001100001111110100100101111010010010110100001 : '
['7', '6', '8', 'hotel'] 011111101111110110100100101111010010010110100001 : '
['8', '6', '8', 'hotel'] 001101111101001110100100101111010010010110100001 : '
['9', '6', '8', 'hotel'] 000101001000100110100100101111010010010110100001 : '
['10', '6', '8', 'hotel'] 001011100010110010100100101111010010010110100001 : '
['0', '7', '8', 'hotel'] 010010011111101001110001001001110010010110100001 : '
['1', '7', '8', 'hotel'] 100001010101100101110001001001110010010110100001 : '
['2', '7', '8', 'hotel'] 100100000000000001110001001001110010010110100001 : '
['3', '7', '8', 'hotel'] 000001101000000101110001001001110010010110100001 : '
['4', '7', '8', 'hotel'] 000000000001000101110001001001110010010110100001 : '
['5', '7', '8', 'hotel'] 111110111011010001110001001001110010010110100001 : '
['6', '7', '8', 'hotel'] 101001100001111101110001001001110010010110100001 : '
['7', '7', '8', 'hotel'] 011111101111110101110001001001110010010110100001 : '
['8', '7', '8', 'hotel'] 001101111101001101110001001001110010010110100001 : '
['9', '7', '8', 'hotel'] 000101001000100101110001001001110010010110100001 : '
['10', '7', '8', 'hotel'] 001011100010110001110001001001110010010110100001 : '
['0', '8', '8', 'hotel'] 010010011111101011110011011001010010010110100001 : '
['1', '8', '8', 'hotel'] 100001010101100111110011011001010010010110100001 : '
['2', '8', '8', 'hotel'] 100100000000000011110011011001010010010110100001 : '
['3', '8', '8', 'hotel'] 000001101000000111110011011001010010010110100001 : '
['4', '8', '8', 'hotel'] 000000000001000111110011011001010010010110100001 : '
['5', '8', '8', 'hotel'] 111110111011010011110011011001010010010110100001 : '
['6', '8', '8', 'hotel'] 101001100001111111110011011001010010010110100001 : '
['7', '8', '8', 'hotel'] 011111101111110111110011011001010010010110100001 : '
['8', '8', '8', 'hotel'] 001101111101001111110011011001010010010110100001 : '
['9', '8', '8', 'hotel'] 000101001000100111110011011001010010010110100001 : '
['10', '8', '8', 'hotel'] 001011100010110011110011011001010010010110100001 : '
['0', '9', '8', 'hotel'] 010010011111101010011101100001000010010110100001 : '
['1', '9', '8', 'hotel'] 100001010101100110011101100001000010010110100001 : '
['2', '9', '8', 'hotel'] 100100000000000010011101100001000010010110100001 : '
['3', '9', '8', 'hotel'] 000001101000000110011101100001000010010110100001 : '
['4', '9', '8', 'hotel'] 000000000001000110011101100001000010010110100001 : '
['5', '9', '8', 'hotel'] 111110111011010010011101100001000010010110100001 : '
['6', '9', '8', 'hotel'] 101001100001111110011101100001000010010110100001 : '
['7', '9', '8', 'hotel'] 011111101111110110011101100001000010010110100001 : '
['8', '9', '8', 'hotel'] 001101111101001110011101100001000010010110100001 : '
['9', '9', '8', 'hotel'] 000101001000100110011101100001000010010110100001 : '
['10', '9', '8', 'hotel'] 001011100010110010011101100001000010010110100001 : '
['0', '10', '8', 'hotel'] 010010011111101010110101011011100010010110100001 : '
['1', '10', '8', 'hotel'] 100001010101100110110101011011100010010110100001 : '
['2', '10', '8', 'hotel'] 100100000000000010110101011011100010010110100001 : '
['3', '10', '8', 'hotel'] 000001101000000110110101011011100010010110100001 : '
['4', '10', '8', 'hotel'] 000000000001000110110101011011100010010110100001 : '
['5', '10', '8', 'hotel'] 111110111011010010110101011011100010010110100001 : '
['6', '10', '8', 'hotel'] 101001100001111110110101011011100010010110100001 : '
['7', '10', '8', 'hotel'] 011111101111110110110101011011100010010110100001 : '
['8', '10', '8', 'hotel'] 001101111101001110110101011011100010010110100001 : '
['9', '10', '8', 'hotel'] 000101001000100110110101011011100010010110100001 : '
['10', '10', '8', 'hotel'] 001011100010110010110101011011100010010110100001 : '
['0', '11', '8', 'hotel'] 010010011111101010111000011110110010010110100001 : '
['1', '11', '8', 'hotel'] 100001010101100110111000011110110010010110100001 : '
['2', '11', '8', 'hotel'] 100100000000000010111000011110110010010110100001 : '
['3', '11', '8', 'hotel'] 000001101000000110111000011110110010010110100001 : '
['4', '11', '8', 'hotel'] 000000000001000110111000011110110010010110100001 : '
['5', '11', '8', 'hotel'] 111110111011010010111000011110110010010110100001 : '
['6', '11', '8', 'hotel'] 101001100001111110111000011110110010010110100001 : '
['7', '11', '8', 'hotel'] 011111101111110110111000011110110010010110100001 : '
['8', '11', '8', 'hotel'] 001101111101001110111000011110110010010110100001 : '
['9', '11', '8', 'hotel'] 000101001000100110111000011110110010010110100001 : '
['10', '11', '8', 'hotel'] 001011100010110010111000011110110010010110100001 : '
['0', '3', '9', 'hotel'] 010010011111101001111000001100110100010010001100 : '
['1', '3', '9', 'hotel'] 100001010101100101111000001100110100010010001100 : '
['2', '3', '9', 'hotel'] 100100000000000001111000001100110100010010001100 : '
['3', '3', '9', 'hotel'] 000001101000000101111000001100110100010010001100 : '
['4', '3', '9', 'hotel'] 000000000001000101111000001100110100010010001100 : '
['5', '3', '9', 'hotel'] 111110111011010001111000001100110100010010001100 : '
['6', '3', '9', 'hotel'] 101001100001111101111000001100110100010010001100 : '
['7', '3', '9', 'hotel'] 011111101111110101111000001100110100010010001100 : '
['8', '3', '9', 'hotel'] 001101111101001101111000001100110100010010001100 : '
['9', '3', '9', 'hotel'] 000101001000100101111000001100110100010010001100 : '
['10', '3', '9', 'hotel'] 001011100010110001111000001100110100010010001100 : '
['0', '4', '9', 'hotel'] 010010011111101001101111110110010100010010001100 : '
['1', '4', '9', 'hotel'] 100001010101100101101111110110010100010010001100 : '
['2', '4', '9', 'hotel'] 100100000000000001101111110110010100010010001100 : '
['3', '4', '9', 'hotel'] 000001101000000101101111110110010100010010001100 : '
['4', '4', '9', 'hotel'] 000000000001000101101111110110010100010010001100 : '
['5', '4', '9', 'hotel'] 111110111011010001101111110110010100010010001100 : '
['6', '4', '9', 'hotel'] 101001100001111101101111110110010100010010001100 : '
['7', '4', '9', 'hotel'] 011111101111110101101111110110010100010010001100 : '
['8', '4', '9', 'hotel'] 001101111101001101101111110110010100010010001100 : '
['9', '4', '9', 'hotel'] 000101001000100101101111110110010100010010001100 : '
['10', '4', '9', 'hotel'] 001011100010110001101111110110010100010010001100 : '
['0', '5', '9', 'hotel'] 010010011111101010110001110011100100010010001100 : '
['1', '5', '9', 'hotel'] 100001010101100110110001110011100100010010001100 : '
['2', '5', '9', 'hotel'] 100100000000000010110001110011100100010010001100 : '
['3', '5', '9', 'hotel'] 000001101000000110110001110011100100010010001100 : '
['4', '5', '9', 'hotel'] 000000000001000110110001110011100100010010001100 : '
['5', '5', '9', 'hotel'] 111110111011010010110001110011100100010010001100 : '
['6', '5', '9', 'hotel'] 101001100001111110110001110011100100010010001100 : '
['7', '5', '9', 'hotel'] 011111101111110110110001110011100100010010001100 : '
['8', '5', '9', 'hotel'] 001101111101001110110001110011100100010010001100 : '
['9', '5', '9', 'hotel'] 000101001000100110110001110011100100010010001100 : '
['10', '5', '9', 'hotel'] 001011100010110010110001110011100100010010001100 : '
['0', '6', '9', 'hotel'] 010010011111101010100100101111010100010010001100 : '
['1', '6', '9', 'hotel'] 100001010101100110100100101111010100010010001100 : '
['2', '6', '9', 'hotel'] 100100000000000010100100101111010100010010001100 : '
['3', '6', '9', 'hotel'] 000001101000000110100100101111010100010010001100 : '
['4', '6', '9', 'hotel'] 000000000001000110100100101111010100010010001100 : '
['5', '6', '9', 'hotel'] 111110111011010010100100101111010100010010001100 : '
['6', '6', '9', 'hotel'] 101001100001111110100100101111010100010010001100 : '
['7', '6', '9', 'hotel'] 011111101111110110100100101111010100010010001100 : '
['8', '6', '9', 'hotel'] 001101111101001110100100101111010100010010001100 : '
['9', '6', '9', 'hotel'] 000101001000100110100100101111010100010010001100 : '
['10', '6', '9', 'hotel'] 001011100010110010100100101111010100010010001100 : '
['0', '7', '9', 'hotel'] 010010011111101001110001001001110100010010001100 : '
['1', '7', '9', 'hotel'] 100001010101100101110001001001110100010010001100 : '
['2', '7', '9', 'hotel'] 100100000000000001110001001001110100010010001100 : '
['3', '7', '9', 'hotel'] 000001101000000101110001001001110100010010001100 : '
['4', '7', '9', 'hotel'] 000000000001000101110001001001110100010010001100 : '
['5', '7', '9', 'hotel'] 111110111011010001110001001001110100010010001100 : '
['6', '7', '9', 'hotel'] 101001100001111101110001001001110100010010001100 : '
['7', '7', '9', 'hotel'] 011111101111110101110001001001110100010010001100 : '
['8', '7', '9', 'hotel'] 001101111101001101110001001001110100010010001100 : '
['9', '7', '9', 'hotel'] 000101001000100101110001001001110100010010001100 : '
['10', '7', '9', 'hotel'] 001011100010110001110001001001110100010010001100 : '
['0', '8', '9', 'hotel'] 010010011111101011110011011001010100010010001100 : '
['1', '8', '9', 'hotel'] 100001010101100111110011011001010100010010001100 : '
['2', '8', '9', 'hotel'] 100100000000000011110011011001010100010010001100 : '
['3', '8', '9', 'hotel'] 000001101000000111110011011001010100010010001100 : '
['4', '8', '9', 'hotel'] 000000000001000111110011011001010100010010001100 : '
['5', '8', '9', 'hotel'] 111110111011010011110011011001010100010010001100 : '
['6', '8', '9', 'hotel'] 101001100001111111110011011001010100010010001100 : '
['7', '8', '9', 'hotel'] 011111101111110111110011011001010100010010001100 : '
['8', '8', '9', 'hotel'] 001101111101001111110011011001010100010010001100 : '
['9', '8', '9', 'hotel'] 000101001000100111110011011001010100010010001100 : '
['10', '8', '9', 'hotel'] 001011100010110011110011011001010100010010001100 : '
['0', '9', '9', 'hotel'] 010010011111101010011101100001000100010010001100 : '
['1', '9', '9', 'hotel'] 100001010101100110011101100001000100010010001100 : '
['2', '9', '9', 'hotel'] 100100000000000010011101100001000100010010001100 : '
['3', '9', '9', 'hotel'] 000001101000000110011101100001000100010010001100 : '
['4', '9', '9', 'hotel'] 000000000001000110011101100001000100010010001100 : '
['5', '9', '9', 'hotel'] 111110111011010010011101100001000100010010001100 : '
['6', '9', '9', 'hotel'] 101001100001111110011101100001000100010010001100 : '
['7', '9', '9', 'hotel'] 011111101111110110011101100001000100010010001100 : '
['8', '9', '9', 'hotel'] 001101111101001110011101100001000100010010001100 : '
['9', '9', '9', 'hotel'] 000101001000100110011101100001000100010010001100 : '
['10', '9', '9', 'hotel'] 001011100010110010011101100001000100010010001100 : '
['0', '10', '9', 'hotel'] 010010011111101010110101011011100100010010001100 : '
['1', '10', '9', 'hotel'] 100001010101100110110101011011100100010010001100 : '
['2', '10', '9', 'hotel'] 100100000000000010110101011011100100010010001100 : '
['3', '10', '9', 'hotel'] 000001101000000110110101011011100100010010001100 : '
['4', '10', '9', 'hotel'] 000000000001000110110101011011100100010010001100 : '
['5', '10', '9', 'hotel'] 111110111011010010110101011011100100010010001100 : '
['6', '10', '9', 'hotel'] 101001100001111110110101011011100100010010001100 : '
['7', '10', '9', 'hotel'] 011111101111110110110101011011100100010010001100 : '
['8', '10', '9', 'hotel'] 001101111101001110110101011011100100010010001100 : '
['9', '10', '9', 'hotel'] 000101001000100110110101011011100100010010001100 : '
['10', '10', '9', 'hotel'] 001011100010110010110101011011100100010010001100 : '
['0', '11', '9', 'hotel'] 010010011111101010111000011110110100010010001100 : '
['1', '11', '9', 'hotel'] 100001010101100110111000011110110100010010001100 : '
['2', '11', '9', 'hotel'] 100100000000000010111000011110110100010010001100 : '
['3', '11', '9', 'hotel'] 000001101000000110111000011110110100010010001100 : '
['4', '11', '9', 'hotel'] 000000000001000110111000011110110100010010001100 : '
['5', '11', '9', 'hotel'] 111110111011010010111000011110110100010010001100 : '
['6', '11', '9', 'hotel'] 101001100001111110111000011110110100010010001100 : '
['7', '11', '9', 'hotel'] 011111101111110110111000011110110100010010001100 : '
['8', '11', '9', 'hotel'] 001101111101001110111000011110110100010010001100 : '
['9', '11', '9', 'hotel'] 000101001000100110111000011110110100010010001100 : '
['10', '11', '9', 'hotel'] 001011100010110010111000011110110100010010001100 : '
['0', '4', '1', 'gamma'] 010010011111101001101111110110011101110110000000 : '
['1', '4', '1', 'gamma'] 100001010101100101101111110110011101110110000000 : '
['2', '4', '1', 'gamma'] 100100000000000001101111110110011101110110000000 : '
['3', '4', '1', 'gamma'] 000001101000000101101111110110011101110110000000 : '
['4', '4', '1', 'gamma'] 000000000001000101101111110110011101110110000000 : '
['5', '4', '1', 'gamma'] 111110111011010001101111110110011101110110000000 : '
['6', '4', '1', 'gamma'] 101001100001111101101111110110011101110110000000 : '
['7', '4', '1', 'gamma'] 011111101111110101101111110110011101110110000000 : '
['8', '4', '1', 'gamma'] 001101111101001101101111110110011101110110000000 : '
['9', '4', '1', 'gamma'] 000101001000100101101111110110011101110110000000 : '
['0', '5', '1', 'gamma'] 010010011111101010110001110011101101110110000000 : '
['1', '5', '1', 'gamma'] 100001010101100110110001110011101101110110000000 : '
['2', '5', '1', 'gamma'] 100100000000000010110001110011101101110110000000 : '
['3', '5', '1', 'gamma'] 000001101000000110110001110011101101110110000000 : '
['4', '5', '1', 'gamma'] 000000000001000110110001110011101101110110000000 : '
['5', '5', '1', 'gamma'] 111110111011010010110001110011101101110110000000 : '
['6', '5', '1', 'gamma'] 101001100001111110110001110011101101110110000000 : '
['7', '5', '1', 'gamma'] 011111101111110110110001110011101101110110000000 : '
['8', '5', '1', 'gamma'] 001101111101001110110001110011101101110110000000 : '
['9', '5', '1', 'gamma'] 000101001000100110110001110011101101110110000000 : '
['0', '6', '1', 'gamma'] 010010011111101010100100101111011101110110000000 : '
['1', '6', '1', 'gamma'] 100001010101100110100100101111011101110110000000 : '
['2', '6', '1', 'gamma'] 100100000000000010100100101111011101110110000000 : '
['3', '6', '1', 'gamma'] 000001101000000110100100101111011101110110000000 : '
['4', '6', '1', 'gamma'] 000000000001000110100100101111011101110110000000 : '
['5', '6', '1', 'gamma'] 111110111011010010100100101111011101110110000000 : '
['6', '6', '1', 'gamma'] 101001100001111110100100101111011101110110000000 : '
['7', '6', '1', 'gamma'] 011111101111110110100100101111011101110110000000 : '
['8', '6', '1', 'gamma'] 001101111101001110100100101111011101110110000000 : '
['9', '6', '1', 'gamma'] 000101001000100110100100101111011101110110000000 : '
['0', '7', '1', 'gamma'] 010010011111101001110001001001111101110110000000 : '
['1', '7', '1', 'gamma'] 100001010101100101110001001001111101110110000000 : '
['2', '7', '1', 'gamma'] 100100000000000001110001001001111101110110000000 : '
['3', '7', '1', 'gamma'] 000001101000000101110001001001111101110110000000 : '
['4', '7', '1', 'gamma'] 000000000001000101110001001001111101110110000000 : '
['5', '7', '1', 'gamma'] 111110111011010001110001001001111101110110000000 : '
['6', '7', '1', 'gamma'] 101001100001111101110001001001111101110110000000 : '
['7', '7', '1', 'gamma'] 011111101111110101110001001001111101110110000000 : '
['8', '7', '1', 'gamma'] 001101111101001101110001001001111101110110000000 : '
['9', '7', '1', 'gamma'] 000101001000100101110001001001111101110110000000 : '
['0', '8', '1', 'gamma'] 010010011111101011110011011001011101110110000000 : '
['1', '8', '1', 'gamma'] 100001010101100111110011011001011101110110000000 : '
['2', '8', '1', 'gamma'] 100100000000000011110011011001011101110110000000 : '
['3', '8', '1', 'gamma'] 000001101000000111110011011001011101110110000000 : '
['4', '8', '1', 'gamma'] 000000000001000111110011011001011101110110000000 : '
['5', '8', '1', 'gamma'] 111110111011010011110011011001011101110110000000 : '
['6', '8', '1', 'gamma'] 101001100001111111110011011001011101110110000000 : '
['7', '8', '1', 'gamma'] 011111101111110111110011011001011101110110000000 : '
['8', '8', '1', 'gamma'] 001101111101001111110011011001011101110110000000 : '
['9', '8', '1', 'gamma'] 000101001000100111110011011001011101110110000000 : '
['0', '9', '1', 'gamma'] 010010011111101010011101100001001101110110000000 : '
['1', '9', '1', 'gamma'] 100001010101100110011101100001001101110110000000 : '
['2', '9', '1', 'gamma'] 100100000000000010011101100001001101110110000000 : '
['3', '9', '1', 'gamma'] 000001101000000110011101100001001101110110000000 : '
['4', '9', '1', 'gamma'] 000000000001000110011101100001001101110110000000 : '
['5', '9', '1', 'gamma'] 111110111011010010011101100001001101110110000000 : '
['6', '9', '1', 'gamma'] 101001100001111110011101100001001101110110000000 : '
['7', '9', '1', 'gamma'] 011111101111110110011101100001001101110110000000 : '
['8', '9', '1', 'gamma'] 001101111101001110011101100001001101110110000000 : '
['9', '9', '1', 'gamma'] 000101001000100110011101100001001101110110000000 : '
['0', '6', '2', 'beta'] 010010011111101010100100101111010010001000000010 : '
['0', '7', '2', 'beta'] 010010011111101001110001001001110010001000000010 : '
